"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","11377700","0.47",,"4000000","735000000","Pledge","Equity Shares","11377700","0.47","15-Jun-2020","15-Jun-2020","16-Jun-2020","Pledge Creation","-","-","0","0","0","0","NSE","-","18-Jun-2020 13:51","https://archives.nseindia.com/corporate/xbrl/IT_1073739_266290_18062020015141_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Sahyog Holdings Private Limited","Promoter Group","Equity Shares","112067860","4.64",,"10412000","1988171400","Pledge Revoke","Equity Shares","112067860","4.64","10-Jun-2020","10-Jun-2020","11-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Jun-2020 10:44","https://archives.nseindia.com/corporate/xbrl/IT_1073435_264946_12062020104432_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c","Other","Equity Shares","14816254","0.61",,"87915","16929497","Sell","Equity Shares","14728339","0.61","08-Jun-2020","08-Jun-2020","10-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Jun-2020 10:44","https://archives.nseindia.com/corporate/xbrl/IT_1073435_264946_12062020104432_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Danta Enterprises Private Limited","Promoter Group","Equity Shares","60368250","2.5",,"1553527","295247806","Pledge Revoke","Equity Shares","60368250","2.5","09-Jun-2020","09-Jun-2020","10-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Jun-2020 10:44","https://archives.nseindia.com/corporate/xbrl/IT_1073435_264946_12062020104432_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Techno Projects Management Limited","Promoter Group","Equity Shares","264454220","10.94",,"8500000","1615425000","Pledge Revoke","Equity Shares","264454220","10.94","10-Jun-2020","10-Jun-2020","11-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Jun-2020 10:44","https://archives.nseindia.com/corporate/xbrl/IT_1073435_264946_12062020104432_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c","Other","Equity Shares","14728339","0.61",,"42333","8066854","Sell","Equity Shares","14686006","0.61","09-Jun-2020","09-Jun-2020","10-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","12-Jun-2020 10:44","https://archives.nseindia.com/corporate/xbrl/IT_1073435_264946_12062020104432_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Sahyog Holdings Private Limited","Promoter Group","Equity Shares","112067860","4.64",,"7147000","1303255450","Pledge Revoke","Equity Shares","112067860","4.64","13-May-2020","13-May-2020","15-May-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","18-May-2020 16:54","https://archives.nseindia.com/corporate/xbrl/IT_1072468_259239_18052020045445_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Techno Projects Management Limited","Promoter Group","Equity Shares","264454220","10.94",,"3125000","512187500","Pledge","Equity Shares","264454220","10.94","06-May-2020","06-May-2020","08-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","09-May-2020 16:37","https://archives.nseindia.com/corporate/xbrl/IT_1072325_251190_09052020043702_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Sahyog Holdings Private Limited","Promoter Group","Equity Shares","112067860","4.64",,"3125000","512187500","Pledge","Equity Shares","112067860","4.64","06-May-2020","06-May-2020","08-May-2020","Pledge Creation","-","-","0","0","0","0","NA","-","09-May-2020 16:37","https://archives.nseindia.com/corporate/xbrl/IT_1072325_251190_09052020043702_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Techno Projects Management Limited","Promoter Group","Equity Shares","264454220","10.94",,"573000","95977500","Pledge Revoke","Equity Shares","264454220","10.94","21-Apr-2020","21-Apr-2020","23-Apr-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","24-Apr-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1072114_243789_24042020054902_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Techno Projects Management Limited","Promoter Group","Equity Shares","264454220","10.94",,"4060000","675178000","Pledge Revoke","Equity Shares","264454220","10.94","13-Apr-2020","13-Apr-2020","16-Apr-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Apr-2020 10:23","https://archives.nseindia.com/corporate/xbrl/IT_1071981_240120_17042020102301_WEB.xml"
