"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Sidhant Dadwal","Employees/Designated Employees","Equity Shares","5026","0",,"5026","12482473","Sell","Equity Shares","Nil","0","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 13:08","https://archives.nseindia.com/corporate/xbrl/IT_1073811_266677_19062020010845_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Vivek Likhite","Employees/Designated Employees","Equity Shares","54500","0",,"7000","17477530","Sell","Equity Shares","47500","0","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 13:08","https://archives.nseindia.com/corporate/xbrl/IT_1073811_266677_19062020010845_WEB.xml"
"SSWL","Steel Strips Wheels Limited","7(2)","Chandigarh Developers Pvt Ltd","Promoter Group","Equity Shares","569132","3.65",,"125000","46212500","Pledge Revoke","Equity Shares","569132","3.65","18-Jun-2020","18-Jun-2020","18-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","19-Jun-2020 12:48","https://archives.nseindia.com/corporate/xbrl/IT_1073810_266655_19062020124818_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Dr. Archana Lal Erdmann","Promoter Group","Equity Shares","1963751","2.36",,"5904","9418934","Sell","Equity Shares","1957847","2.35","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 12:04","https://archives.nseindia.com/corporate/xbrl/IT_1073808_266642_19062020120432_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Dr. Lal PathLabs Employees Welfare Trust","Other","Equity Shares","866046","1.04",,"4648","46480","Sell","Equity Shares","861398","1.03","15-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 12:04","https://archives.nseindia.com/corporate/xbrl/IT_1073808_266642_19062020120432_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Shankha Banerjee","Employees/Designated Employees","Equity Shares","15790","0.02",,"3150","31500","Buy","Equity Shares","18940","0.02","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 12:04","https://archives.nseindia.com/corporate/xbrl/IT_1073808_266642_19062020120432_WEB.xml"
"PIDILITIND","Pidilite Industries Limited","7(2)","Shantanu Bhanja","Employees/Designated Employees","Equity Shares","1450","0",,"1250","1250","Buy","Equity Shares","2700","0","18-Jun-2020","18-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 11:55","https://archives.nseindia.com/corporate/xbrl/IT_1073807_266639_19062020115504_WEB.xml"
"PIDILITIND","Pidilite Industries Limited","7(2)","Rajesh Joshi","Other","Equity Shares","3350","0",,"2050","2050","Buy","Equity Shares","5400","0","18-Jun-2020","18-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 11:55","https://archives.nseindia.com/corporate/xbrl/IT_1073807_266639_19062020115504_WEB.xml"
"SOLARA","Solara Active Pharma Sciences Limited","7(2)","CHAITANYA VAIDYA","Immediate relative","Equity Shares","32000","0.12",,"8000","5126850","Buy","Equity Shares","40000","0.15","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 11:02","https://archives.nseindia.com/corporate/xbrl/IT_1073804_266631_19062020110226_WEB.xml"
"HARRMALAYA","Harrisons  Malayalam Limited","7(2)","Rainbow Investments Ltd","Promoter Group","Equity Shares","4660222","25.25",,"53179","3789004","Sell","Equity Shares","4607043","24.96","18-Jun-2020","18-Jun-2020","18-Jun-2020","Off Market","-","-","0","0","0","0","NA","-","19-Jun-2020 10:51","https://archives.nseindia.com/corporate/xbrl/IT_1073802_266628_19062020105116_WEB.xml"
"HARRMALAYA","Harrisons  Malayalam Limited","7(2)","TRADE APARTMENTS LTD","Promoter Group","Equity Shares","157387","0.85",,"53179","3789004","Buy","Equity Shares","210566","1.14","18-Jun-2020","18-Jun-2020","18-Jun-2020","Off Market","-","-","0","0","0","0","NA","-","19-Jun-2020 10:37","https://archives.nseindia.com/corporate/xbrl/IT_1073800_266621_19062020103752_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","18417","0.06",,"2539","3103003","Sell","Equity Shares","15878","0.05","15-Jun-2020","15-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 23:41","https://archives.nseindia.com/corporate/xbrl/IT_1073797_266613_18062020114134_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","14563","0.05",,"1360","1632259","Sell","Equity Shares","13203","0.05","17-Jun-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 23:41","https://archives.nseindia.com/corporate/xbrl/IT_1073797_266613_18062020114134_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","15878","0.05",,"1315","1611324","Sell","Equity Shares","14563","0.05","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 23:41","https://archives.nseindia.com/corporate/xbrl/IT_1073797_266613_18062020114134_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","6812","0.02",,"11605","7456350","Buy","Equity Shares","18417","0.06","15-Jun-2020","15-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","18-Jun-2020 23:41","https://archives.nseindia.com/corporate/xbrl/IT_1073797_266613_18062020114134_WEB.xml"
"SUNPHARMA","Sun Pharmaceutical Industries Limited","7(2)","Sailesh T. Desai","Director","Equity Shares","2608929","0.12",,"100000","48010000","Pledge Revoke","Equity Shares","2608929","0.12","12-Jun-2020","12-Jun-2020","18-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","18-Jun-2020 23:08","https://archives.nseindia.com/corporate/xbrl/IT_1073796_266608_18062020110812_WEB.xml"
"EDELWEISS","Edelweiss Financial Services Limited","7(2)","Krishnaswamy Siddharth","Employees/Designated Employees","Equity Shares","319000","0.03",,"54000","1781250","Buy","Equity Shares","373000","0.03","12-Jun-2020","12-Jun-2020","16-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","18-Jun-2020 21:26","https://archives.nseindia.com/corporate/xbrl/IT_1073794_266600_18062020092622_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","SURESH BADAMI","Director","Equity Shares","302578","0.01",,"44550","22344944","Sell","Equity Shares","258028","0.01","17-Jun-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 20:54","https://archives.nseindia.com/corporate/xbrl/IT_1073792_266597_18062020085422_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Mr. Ketan Doshi","Employees/Designated Employees","Equity Shares","14619","0",,"2500","1263264","Sell","Equity Shares","12119","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 20:51","https://archives.nseindia.com/corporate/xbrl/IT_1073791_266592_18062020085147_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","Sudhir Shenoi","Employees/Designated Employees","Equity Shares","33388","0.02",,"1000","1880000","Sell","Equity Shares","32388","0.02","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 20:38","https://archives.nseindia.com/corporate/xbrl/IT_1073788_266584_18062020083801_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","Sudhir Shenoi","Employees/Designated Employees","Equity Shares","32388","0.02",,"3253","6148170","Sell","Equity Shares","29135","0.02","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 20:38","https://archives.nseindia.com/corporate/xbrl/IT_1073788_266584_18062020083801_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","SARBAJIT DEB","Employees/Designated Employees","Equity Shares","30355","0.02",,"1500","2825000","Sell","Equity Shares","28855","0.01","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 20:38","https://archives.nseindia.com/corporate/xbrl/IT_1073788_266584_18062020083801_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","SIDDHARTH BOHRA","Employees/Designated Employees","Equity Shares","66516","0.04",,"2000","3760000","Sell","Equity Shares","64516","0.04","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 20:38","https://archives.nseindia.com/corporate/xbrl/IT_1073788_266584_18062020083801_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Venkataraman K R","Employees/Designated Employees","Equity Shares","600000","0.09",,"175000","2353750","Buy","Equity Shares","775000","0.11","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","18-Jun-2020 19:51","https://archives.nseindia.com/corporate/xbrl/IT_1073786_266562_18062020075152_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","KIRIT RATILAL MEHTA","Director","Equity Shares","63822","0.04",,"1500","1299769","Sell","Equity Shares","62322","0.04","15-Jun-2020","15-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 19:37","https://archives.nseindia.com/corporate/xbrl/IT_1073784_266559_18062020073722_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","KIRIT RATILAL MEHTA","Director","Equity Shares","62322","0.04",,"400","366170","Sell","Equity Shares","61922","0.04","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 19:37","https://archives.nseindia.com/corporate/xbrl/IT_1073784_266559_18062020073722_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","BHAVESH BACHUBHAI MEHTA","Promoters","Equity Shares","514792","0.3",,"105000","91000562","Sell","Equity Shares","409792","0.24","15-Jun-2020","15-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 19:37","https://archives.nseindia.com/corporate/xbrl/IT_1073784_266559_18062020073722_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","KIRIT RATILAL MEHTA","Director","Equity Shares","32411","0.04",,"300","478097","Sell","Equity Shares","32111","0.04","28-Aug-2019","28-Aug-2019","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 19:37","https://archives.nseindia.com/corporate/xbrl/IT_1073784_266559_18062020073722_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","KIRIT RATILAL MEHTA","Director","Equity Shares","64222","0.04",,"400","335621","Sell","Equity Shares","63822","0.04","19-Nov-2019","19-Nov-2019","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 19:37","https://archives.nseindia.com/corporate/xbrl/IT_1073784_266559_18062020073722_WEB.xml"
"TFCILTD","Tourism Finance Corporation of India Limited","7(2)","koppara Sajeeve Thomas","Promoter Group","Equity Shares","4035633","5",,"400000","15025000","Buy","Equity Shares","4435633","5.5","16-Jun-2020","18-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","18-Jun-2020 19:11","https://archives.nseindia.com/corporate/xbrl/IT_1073782_266553_18062020071124_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Vijendra Singh Shekhawat","Employees/Designated Employees","Equity Shares","33491","0.01",,"5000","2371500","Pledge Revoke","Equity Shares","33491","0.01","12-Jun-2020","12-Jun-2020","16-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","18-Jun-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1073780_266546_18062020065841_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Amit Garg","Employees/Designated Employees","Equity Shares","53246","0.01",,"5000","2371500","Pledge","Equity Shares","53246","0.01","12-Jun-2020","12-Jun-2020","16-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","18-Jun-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1073780_266546_18062020065841_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Vijendra Singh Shekhawat","Employees/Designated Employees","Equity Shares","39585","0.01",,"6094","2943256","Sell","Equity Shares","33491","0.01","11-Jun-2020","11-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1073780_266546_18062020065841_WEB.xml"
"TANLA","Tanla Solutions Limited","7(2)","DEEPAK SATYAPRAKASH GOYAL","Employees/Designated Employees","Equity Shares","3674261","2.41",,"50000","3520969","Buy","Equity Shares","3724261","2.45","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","18-Jun-2020 18:54","https://archives.nseindia.com/corporate/xbrl/IT_1073779_266534_18062020065427_WEB.xml"
"TANLA","Tanla Solutions Limited","7(2)","KAVITA DEEPAK GOYAL","Employees/Designated Employees","Equity Shares","246442","0.16",,"42954","3020542","Buy","Equity Shares","289396","0.19","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","18-Jun-2020 18:44","https://archives.nseindia.com/corporate/xbrl/IT_1073776_266526_18062020064449_WEB.xml"
"TANLA","Tanla Solutions Limited","7(2)","KAVITA DEEPAK GOYAL","Employees/Designated Employees","Equity Shares","239396","0.16",,"7046","496315","Buy","Equity Shares","246442","0.16","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","18-Jun-2020 18:44","https://archives.nseindia.com/corporate/xbrl/IT_1073776_266526_18062020064449_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","NAGA RANI CHAVA","Promoters","Equity Shares","7386544","6.91",,"1750000","883050000","Pledge Revoke","Equity Shares","7386544","6.91","17-Jun-2020","17-Jun-2020","18-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","18-Jun-2020 18:12","https://archives.nseindia.com/corporate/xbrl/IT_1073774_266497_18062020061207_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","DR. SATYANARAYANA CHAVA","Promoters","Equity Shares","18838804","17.62",,"2900000","1463340000","Pledge Revoke","Equity Shares","18838804","17.62","17-Jun-2020","17-Jun-2020","18-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","18-Jun-2020 18:12","https://archives.nseindia.com/corporate/xbrl/IT_1073774_266497_18062020061207_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Suprio Dasgupta","Employees/Designated Employees","Equity Shares","1171","0",,"1100","4426000","Sell","Equity Shares","71","0","17-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 17:56","https://archives.nseindia.com/corporate/xbrl/IT_1073772_266486_18062020055616_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Jerome Gnanaprakasam","Employees/Designated Employees","Equity Shares","800","0",,"500","1990360","Sell","Equity Shares","300","0","17-Jun-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","BSE","-","18-Jun-2020 17:56","https://archives.nseindia.com/corporate/xbrl/IT_1073772_266486_18062020055616_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Amit Kaptain","Employees/Designated Employees","Equity Shares","815","0",,"600","2408382","Sell","Equity Shares","215","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","BSE","-","18-Jun-2020 17:56","https://archives.nseindia.com/corporate/xbrl/IT_1073772_266486_18062020055616_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","L Kalyanaraman","Employees/Designated Employees","Equity Shares","2814","0",,"500","2002725","Sell","Equity Shares","2314","0","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 17:56","https://archives.nseindia.com/corporate/xbrl/IT_1073772_266486_18062020055616_WEB.xml"
"TAKE","Take Solutions Limited","7(2)","Esyspro Infotech Limited","Promoters","Equity Shares","6096515","4.12",,"6096515","316409129","Sell","Equity Shares","Nil","0","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 17:31","https://archives.nseindia.com/corporate/xbrl/IT_1073770_266475_18062020053155_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","Brijeshkumar Jagdishkumar Mittal","Promoters","Equity Shares","377998","3.22",,"49000","7500430","Sell","Equity Shares","328998","2.8","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 17:31","https://archives.nseindia.com/corporate/xbrl/IT_1073769_266473_18062020053125_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","MITTAL BRIJESHKUMAR JAGDI SHKUMAR","Promoter Group","Equity Shares","1433167","12.2",,"48000","7336800","Sell","Equity Shares","1385167","11.79","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 17:31","https://archives.nseindia.com/corporate/xbrl/IT_1073769_266473_18062020053125_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","SUDHA BRIJESHKUMAR MITTAL","Promoters","Equity Shares","130500","1.11",,"3000","459300","Sell","Equity Shares","127500","1.09","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 17:31","https://archives.nseindia.com/corporate/xbrl/IT_1073769_266473_18062020053125_WEB.xml"
"TAKE","Take Solutions Limited","7(2)","Asia Global Trading (Chennai) Private Limited","Promoters","Equity Shares","6096514","4.12",,"6096514","316409077","Sell","Equity Shares","Nil","0","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1073766_266466_18062020052603_WEB.xml"
"CALSOFT","California Software Company Limited","7(2)","VASUDEVAN MAHALINGAM","Promoters","Equity Shares","5066673","40.97",,"200000","2000000","Sell","Equity Shares","4866673","39.36","17-Jun-2020","17-Jun-2020","18-Jun-2020","Off Market","-","-","0","0","0","0","NA","-","18-Jun-2020 17:22","https://archives.nseindia.com/corporate/xbrl/IT_1073765_266460_18062020052210_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","VARMA AJAY","Employees/Designated Employees","Equity Shares","4931","0",,"3375","6052725","Pledge Revoke","Equity Shares","4931","0","17-Jun-2020","17-Jun-2020","17-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","18-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073764_266454_18062020052053_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SUNIL VASANT SHALIGRAM","Employees/Designated Employees","Equity Shares","143723","0.01",,"13000","23710960","Sell","Equity Shares","130723","0.01","17-Jun-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073764_266454_18062020052053_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKET SUHAS KOLHATKAR","Employees/Designated Employees","Equity Shares","2200","0",,"25","44061","Sell","Equity Shares","2175","0","01-Jun-2020","01-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","18-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073764_266454_18062020052053_WEB.xml"
