"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"COROMANDEL","Coromandel International Limited","7(2)","Sameer Goel","Director","Equity Shares","Nil","0",,"90000","28768500","Buy","Equity Shares","90000","0.03","18-Jun-2020","18-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","Amit Rastogi","Employees/Designated Employees","Equity Shares","Nil","0",,"11350","3628028","Buy","Equity Shares","11350","0","18-Jun-2020","18-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","Prasannatha Rao Badey","Employees/Designated Employees","Equity Shares","Nil","0",,"12860","4110699","Buy","Equity Shares","12860","0","18-Jun-2020","18-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","A Ramachandra Rao","Employees/Designated Employees","Equity Shares","36749","0.01",,"2000","1480000","Sell","Equity Shares","34749","0.01","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","A Ramachandra Rao","Employees/Designated Employees","Equity Shares","29599","0.01",,"7150","2285498","Buy","Equity Shares","36749","0.01","18-Jun-2020","18-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","P. Varadarajan","Key Managerial Personnel","Equity Shares","1980","0",,"7500","2397375","Buy","Equity Shares","9480","0","18-Jun-2020","18-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","S. Sankarasubramanian","Employees/Designated Employees","Equity Shares","34328","0.01",,"10000","3196500","Buy","Equity Shares","44328","0.01","18-Jun-2020","18-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","T K RAGHAVAN","Employees/Designated Employees","Equity Shares","160","0",,"2150","618125","Buy","Equity Shares","2310","0","04-Jun-2020","04-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","S. Sankarasubramanian","Employees/Designated Employees","Equity Shares","39328","0.01",,"5000","3400000","Sell","Equity Shares","34328","0.01","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","T K RAGHAVAN","Employees/Designated Employees","Equity Shares","560","0",,"560","385760","Sell","Equity Shares","Nil","0","16-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","Shankar N","Employees/Designated Employees","Equity Shares","6762","0",,"1800","1218600","Sell","Equity Shares","4962","0","10-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","Shankar N","Employees/Designated Employees","Equity Shares","4962","0",,"1962","1328961","Pledge Revoke","Equity Shares","4962","0","16-Jun-2020","16-Jun-2020","19-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","Shankar N","Employees/Designated Employees","Equity Shares","4962","0",,"2162","1533565","Sell","Equity Shares","2800","0","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","V Ravichandran","Director","Equity Shares","40410","0.01",,"10000","7026452","Sell","Equity Shares","30410","0.01","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","S GOVINDARAJAN","Employees/Designated Employees","Equity Shares","25546","0.01",,"10000","7194561","Sell","Equity Shares","15546","0.01","17-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","S GOVINDARAJAN","Employees/Designated Employees","Equity Shares","15546","0.01",,"16940","5414871","Buy","Equity Shares","32486","0.01","18-Jun-2020","18-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1073853_266892_19062020073238_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","DB Consolidated Private Limited","Promoter Group","Equity Shares","95723501","54.71",,"3800000","278160000","Pledge Revoke","Equity Shares","95723501","54.71","18-Jun-2020","18-Jun-2020","19-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","19-Jun-2020 19:29","https://archives.nseindia.com/corporate/xbrl/IT_1073852_266886_19062020072955_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKET SUHAS KOLHATKAR","Employees/Designated Employees","Equity Shares","1000","0",,"600","1110372","Sell","Equity Shares","400","0","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:01","https://archives.nseindia.com/corporate/xbrl/IT_1073850_266882_19062020070145_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SUNIL VASANT SHALIGRAM","Employees/Designated Employees","Equity Shares","123723","0.01",,"5000","9204000","Sell","Equity Shares","118723","0.01","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:01","https://archives.nseindia.com/corporate/xbrl/IT_1073850_266882_19062020070145_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GUPTA PROSENJIT","Other","Equity Shares","117891","0.01",,"4000","7415000","Sell","Equity Shares","113891","0.01","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:01","https://archives.nseindia.com/corporate/xbrl/IT_1073850_266882_19062020070145_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SUNIL VASANT SHALIGRAM","Employees/Designated Employees","Equity Shares","130723","0.01",,"7000","12804470","Sell","Equity Shares","123723","0.01","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:01","https://archives.nseindia.com/corporate/xbrl/IT_1073850_266882_19062020070145_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","CHAUDHARI S K","Employees/Designated Employees","Equity Shares","207850","0.01",,"11000","20130000","Sell","Equity Shares","196850","0.01","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:01","https://archives.nseindia.com/corporate/xbrl/IT_1073850_266882_19062020070145_WEB.xml"
"TANLA","Tanla Solutions Limited","7(2)","SIDHANT SACHDEV","Employees/Designated Employees","Equity Shares","1267199","0.83",,"78877","5431410","Buy","Equity Shares","1346076","0.88","15-Jun-2020","15-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1073849_266880_19062020070015_WEB.xml"
"MAHINDCIE","Mahindra CIE Automotive Limited","7(2)","Participaciones Internacionales Autometal, Dos S.L","Promoters","Equity Shares","213400285","56.3",,"124854","12324220","Buy","Equity Shares","213525139","56.34","30-Apr-2020","17-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 18:53","https://archives.nseindia.com/corporate/xbrl/IT_1073846_266876_19062020065259_WEB.xml"
"ADANIENT","Adani Enterprises Limited","7(2)","Gautam S Adani / Rajesh S Adani (on behalf of S.B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"500000","73600000","Pledge Revoke","Equity Shares","621197910","56.48","17-Jun-2020","17-Jun-2020","18-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","19-Jun-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1073843_266864_19062020062905_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","LALIT KUMAR SHUKLA","Employees/Designated Employees","Equity Shares","5824","0.05",,"200","1106694","Sell","Equity Shares","5624","0.05","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","ESHA GUPTA","Employees/Designated Employees","Equity Shares","50","0",,"49","267050","Sell","Equity Shares","1","0","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","ASHISH KUMAR","Key Managerial Personnel","Equity Shares","3018","0.03",,"750","4143750","Sell","Equity Shares","2268","0.02","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","GEETA VASWANI","Promoter Group","Equity Shares","171118","1.48",,"745","4122000","Sell","Equity Shares","170373","1.47","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","ASHISH KUMAR","Key Managerial Personnel","Equity Shares","2268","0.02",,"250","1406250","Sell","Equity Shares","2018","0.02","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","MUNEESH DHAWAN","Employees/Designated Employees","Equity Shares","600","0.01",,"100","555890","Sell","Equity Shares","500","0","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","MUNEESH DHAWAN","Employees/Designated Employees","Equity Shares","675","0.01",,"75","406849","Sell","Equity Shares","600","0.01","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","LALIT KUMAR SHUKLA","Employees/Designated Employees","Equity Shares","5924","0.05",,"100","535429","Sell","Equity Shares","5824","0.05","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","ABHIJT KOTNIS","Employees/Designated Employees","Equity Shares","5700","0.05",,"500","2750000","Sell","Equity Shares","5200","0.04","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","KAILASH CHANDER SHARMA","Employees/Designated Employees","Equity Shares","12730","0.11",,"200","1060000","Sell","Equity Shares","12530","0.11","17-Jun-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1073841_266847_19062020054904_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Nihar Jambusaria","Other","Equity Shares","2000","0",,"1900","3054713","Sell","Equity Shares","100","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1073839_266837_19062020053900_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Chandra Shekhar Borar","Other","Equity Shares","56212","0",,"2000","3282000","Sell","Equity Shares","54212","0","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1073839_266837_19062020053900_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","247981","0.2",,"3737","37370","Sell","Equity Shares","244244","0.2","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 17:25","https://archives.nseindia.com/corporate/xbrl/IT_1073837_266830_19062020052504_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","17750","0",,"400","51412","Sell","Equity Shares","17350","0","01-Jun-2020","01-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","20100","0",,"2350","275984","Sell","Equity Shares","17750","0","29-May-2020","29-May-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","21050","0",,"950","112528","Sell","Equity Shares","20100","0","28-May-2020","28-May-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","21750","0",,"700","80192","Sell","Equity Shares","21050","0","27-May-2020","27-May-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","22750","0",,"1000","109350","Sell","Equity Shares","21750","0","26-May-2020","26-May-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","17350","0",,"350","46501","Sell","Equity Shares","17000","0","03-Jun-2020","03-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","AMITABH BHATNAGAR","Employees/Designated Employees","Equity Shares","157608","0.03",,"25000","4100000","Sell","Equity Shares","132608","0.03","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","15000","0",,"500","81345","Sell","Equity Shares","14500","0","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","15300","0",,"300","48288","Sell","Equity Shares","15000","0","15-Jun-2020","15-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","15700","0",,"400","65784","Sell","Equity Shares","15300","0","12-Jun-2020","12-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","15750","0",,"50","8595","Sell","Equity Shares","15700","0","11-Jun-2020","11-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","15800","0",,"50","8578","Sell","Equity Shares","15750","0","11-Jun-2020","11-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","17000","0",,"500","66950","Sell","Equity Shares","16500","0","08-Jun-2020","08-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANSHUL BHANDARI","Employees/Designated Employees","Equity Shares","16500","0",,"700","109312","Sell","Equity Shares","15800","0","10-Jun-2020","10-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 17:21","https://archives.nseindia.com/corporate/xbrl/IT_1073836_266825_19062020052121_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","SANDEEP BAKHSHI","Key Managerial Personnel","Equity Shares","200005","0",,"57500","8796925","Buy","Equity Shares","257505","0","18-Jun-2020","18-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 17:01","https://archives.nseindia.com/corporate/xbrl/IT_1073833_266815_19062020050151_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Map Auto Limited","Promoters","Equity Shares","132032728","33.14",,"100000","2922891","Buy","Equity Shares","132132728","33.16","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1073832_266812_19062020045223_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Rajiv Mohan","Employees/Designated Employees","Equity Shares","123358","0.01",,"7000","8831250","Sell","Equity Shares","116358","0.01","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 16:51","https://archives.nseindia.com/corporate/xbrl/IT_1073831_266810_19062020045108_WEB.xml"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","7(2)","V.RAJVIRDHAN","Promoters","Equity Shares","3980701","12.68",,"14105","2972690","Sell","Equity Shares","3966596","12.64","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 16:32","https://archives.nseindia.com/corporate/xbrl/IT_1073828_266806_19062020043247_WEB.xml"
"KNRCON","KNR Constructions Limited","7(2)","MEREDDY RAJESH REDDY","Promoters","Equity Shares","6200000","4.41",,"200000","43554719","Sell","Equity Shares","6000000","4.27","17-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 15:54","https://archives.nseindia.com/corporate/xbrl/IT_1073826_266781_19062020035444_WEB.xml"
"APOLLOTYRE","Apollo Tyres Limited","7(2)","PTL Enterprises Limited","Promoter Group","Equity Shares","7280700","1.27",,"170000","17990685","Buy","Equity Shares","7450700","1.3","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 15:47","https://archives.nseindia.com/corporate/xbrl/IT_1073824_266777_19062020034705_WEB.xml"
"APOLLOTYRE","Apollo Tyres Limited","7(2)","PTL Enterprises Limited","Promoter Group","Equity Shares","6807700","1.19",,"473000","50364528","Buy","Equity Shares","7280700","1.27","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 15:47","https://archives.nseindia.com/corporate/xbrl/IT_1073824_266777_19062020034705_WEB.xml"
"AUROPHARMA","Aurobindo Pharma Limited","7(2)","K HARINATH","Employees/Designated Employees","Equity Shares","4600","0",,"1500","1165545","Sell","Equity Shares","3100","0","10-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 15:35","https://archives.nseindia.com/corporate/xbrl/IT_1073822_266770_19062020033503_WEB.xml"
"NCC","NCC Limited","7(2)","ALLURI SHYAMA","Promoter Group","Equity Shares","474902","0.07",,"89000","1483014","Buy","Equity Shares","563902","0.09","31-Mar-2020","31-Mar-2020","02-Apr-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","19-Jun-2020 15:08","https://archives.nseindia.com/corporate/xbrl/IT_1073820_266755_19062020030856_WEB.xml"
"NCC","NCC Limited","7(2)","ALLURI NARAYANA RAJU","Promoters","Equity Shares","6487806","1.06",,"2393000","70006998","Sell","Equity Shares","4094806","0.67","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","19-Jun-2020 15:08","https://archives.nseindia.com/corporate/xbrl/IT_1073820_266755_19062020030856_WEB.xml"
"NCC","NCC Limited","7(2)","A V S R HOLDINGS PRIVATE LIMITED","Promoters","Equity Shares","52495278","8.61",,"2393000","70019780","Buy","Equity Shares","54888278","9","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","19-Jun-2020 15:08","https://archives.nseindia.com/corporate/xbrl/IT_1073820_266755_19062020030856_WEB.xml"
"APOLLOPIPE","Apollo Pipes Limited","7(2)","MEENAKSHI GUPTA","Promoters","Equity Shares","3335746","25.45",,"100000","32525501","Buy","Equity Shares","3435746","26.21","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 14:48","https://archives.nseindia.com/corporate/xbrl/IT_1073818_266741_19062020024806_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","JSL LIMITED","Promoter Group","Equity Shares","8070440","1.66",,"10000","362752","Buy","Equity Shares","8080440","1.66","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 13:58","https://archives.nseindia.com/corporate/xbrl/IT_1073815_266712_19062020015816_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","9831669","1.42",,"757431","29065174","Buy","Equity Shares","10589100","1.53","15-Jun-2020","15-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 13:16","https://archives.nseindia.com/corporate/xbrl/IT_1073813_266691_19062020011601_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","10589100","1.53",,"75000","2875491","Buy","Equity Shares","10664100","1.54","15-Jun-2020","15-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","19-Jun-2020 13:16","https://archives.nseindia.com/corporate/xbrl/IT_1073813_266691_19062020011601_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","10664100","1.54",,"610000","23044887","Buy","Equity Shares","11274100","1.62","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 13:16","https://archives.nseindia.com/corporate/xbrl/IT_1073813_266691_19062020011601_WEB.xml"
